product,avg_expiry_days
Varalakshmi Tapioca Mothi Sago  (500 g),1
Varalakshmi Tapioca Premium Sago  (1 kg),729
Varalakshmi Tapioca Premium Sago  (500 g),729
Varalakshmi Tapioca Sago  (1 kg),1
Vicks Cough Drops Ginger Toffee  (36 g),730
Vicks Cough Drops Menthol Toffee  (36 g),730
WINGREENS Chatpata Pudina Naan Chips  (60 g),14
WONDERLAND California Almonds (Badam)  (1 kg),270
WONDERLAND California Jumbo (Badam) Almonds  (500 g),270
WONDERLAND California Walnut Kernel Walnuts (Akhrot)  (500 g),180
WONDERLAND Foods Anjeer (Dimiri) (Dried Figs)200g-Pack of 1 Figs  (200 g),90
WONDERLAND Premium Raw White Cashews (Kaju)  (1 kg),180
WONDERLAND Roasted & Salted Pistachios  (200 g),90
Wai Wai Atta 5 IN 1 18 pkt Instant Noodles Vegetarian  (360 g),7
Wai Wai Chicken 6 in 1 Instant Noodles Non-vegetarian  (420 g),7
Wai Wai Dynamite Chicken Noodles Instant Noodles Non-vegetarian  (100 g),7
Wai Wai Dynamite Extra Spicy Tama Noodles Instant Noodles Vegetarian  (100 g),7
Wai Wai Masala Delight Super Saver Instant Noodles Vegetarian  (330 g),7
Wai Wai Oriental Veg Hakka Noodles Vegetarian  (160 g),7
Wai Wai Ready to Eat Veg Masala CUP Instant Noodles Vegetarian  (75 g),7
WeiKFiELD Chilli Vinegar  (200 g),269
WeiKFiELD Cooker Cake Mix Vanilla Flavor Carton 150 g,1
WeiKFiELD Cornflour Carton (Moka ro otta)  (100 g),180
WeiKFiELD Double Action Baking Powder,60
WeiKFiELD Durum Wheat Semolina Spaghetti Pasta  (400 g),180
WeiKFiELD Instant Falooda Mix Rose Flavor pouch 200 g,1
WeiKFiELD Kesar Pista Custard Powder,60
WeiKFiELD Red Chilli Sauce  (200 g),365
WeiKFiELD Soya Sauce  (20 g Extra in Pack)  (200 g),365
WeiKFiELD Strawberry Flavour Jelly Crystals,90
WeiKFiELD Vanilla Flavour Custard Powder,60
WickedGud Spaghetti Made with 2X Fibre Durum Wheat Pasta  (400 g),180
Women's Horlicks Caramel Flavor Carton  (750 g),270
Wrigleys Boomer Strawberry Chewing Gum  (18.6 g),180
Yogabar 100% Pure Peanut Butter 400 g (Nut Butter),180
Yogabar Almond Fudge Protein Bar Pouch  (70 g),180
cust_purchaseYogabar Almonds,Seeds and whole Grains Muesli Box  (400 g)cust_purchase,7
Yogabar Breakfast Protein Bar Pouch  (50 g),180
Yogabar Crunchy Dark Chocolate Peanut Butter 400 g (Nut Butter),7
Yogabar Dark Chocolate & Cranberry Muesli Pouch  (700 g),7
Yogabar Dark Chocolate Peanut Butter 400 g (Nut Butter),7
Yogabar Desi Masala Oats Pouch  (400 g),269
cust_purchaseYogabar Fruit & Nut Muesli, Super Save Pack, Wholegrain Breakfast, High Fiber Pouch  (500 g)cust_purchase,7
Yogabar Fruit and Nuts & Seed Muesli Pouch  (700 g),7
Yogabar Muesli Dark Chocolate & Cranberry Box  (500 g),7
Yogabar Multigrain Energy Bar Box  (228 g),119
Yogabar Multigrain Energy Bar Pouch  (38 g),119
cust_purchaseYogabar No Added Sugar Muesli, Crunchy, High Fiber, Sugar free, High Protein Pouch  (700 g)cust_purchase,730
Yogabar Oats Dark Chocolate Box  (400 g),7
Yogabar Super Oats Dark Chocolate Pouch  (400 g),7
Yogabar Yo Chos Pouch  (345 g),729
Yu Butter Chicken Cup - Contains Real Chicken Ready To Eat No Preservatives Instant Noodles Non-vegetarian  (70 g),7
Yu Chilli Manchurian Instant Food Ready To Eat No Preservatives Cup Noodles Vegetarian  (70 g),7
Yu Peri Peri Cup Pasta - Instant Food Ready To Eat in 4 Mins - No Preservatives Pasta  (220 g),7
Yu Three Cheese Cup Pasta-Instant Food Ready To Eat in 4 Mins-No Preservatives Pasta  (220 g),60
Yu Zingy Cheese Cup Noodles Instant Food Ready To Eat No Preservatives Cup Noodles Vegetarian  (80 g),60
ZANDU Pure Honey  (500 g),359
Zelssy Special Sada Mixture (Namkeen)  (425 g),1
Zelssy Tak Jhal Misti (Namkeen)  (425 g),119
Ziofit Popular Californian Almonds (Badam)  (1000 g),270
balasa GARLIC WITH GREEN CHILLI Masala Papad 200 g (Masala Papodo),120
balasa PANI PURI (Plain Papodo) (GOLGAPPA) READY TO FRY 150 g,5
balasa PUNJABI Masala Papad 200 g (Masala Papodo),244
balasa Sabudana Papad 70 g (Plain Papodo),729
balasa Udad Papad 200 g (Plain Papodo),729
center fresh Chewy Spearmint Mint  (33 g),7
india gate Classic Hyderabadi Biryani Masala  (200G INDIA GATE CLASSIC BASMATI RICE Free)  (120 g),4
india gate Classic Lucknowi Biryani Masala  (120 g),244
kinley Soda Extra Punch PET Bottle  (750 ml),180
lalji All in One (Mixture)  (400 g),1
lalji Aloo Bhujia  (400 g),729
lalji Bikaneri Bhujia (Bhujia Sev)  (400 g),729
lalji Kesar Ganderi Petha Tin  (1 kg),729
lalji Khatta Meetha (Khata Meetha)  (400 g),729
lalji Soan Papdi Pouch  (400 g),180
lalji Sponge Raj Bhog Tin (Rajbhog)  (1000 g),729
cust_purchaselalji Tasty Coated Peanuts, (Masala Chinabadam)  (400 g)cust_purchase,180
lalji Traditional Besan Laddu Box  (400 g),89
natural tattva Natural Rock Salt (Pothoro Lunno)  (500 g),359
natural tattva Rock Salt (Pothoro Lunno)  (1 kg),359
pajaka Snackie Garlic Mixture  (500 g),1
pajaka Snackie Mix Farsana (Mixture)  (500 g),1
sprite Carbonated Water Can  (300 ml),2
sprite PET Bottle  (2.25 L),180
tagz Cream Onion Divin Chips  (40 g),14
zoff Bay Leaves (Tejapatra)  (50 g),7
zoff Black Mustard/Rai (Kala sorisa)  (200 g),365
zoff Black Pepper/Kali Mirch (Golamaricha)  (50 g),730
zoff Carom Seeds (Juani)  (100 g),730
zoff Cassia Bark (Gota dalchini)  (100 g),119
zoff Clove (Labanga)  (25 g),5
zoff Coriander/Dhaniya Powder (dhania gunda)  (200 g),60
zoff Cumin (Gota jeera)  (200 g),730
zoff Cumin Seeds (Gota jeera)  (500 g),730
zoff Dried Red Chilli Whole (Gota lanka)  (500 g),7
zoff Fennel (Pana Madhuri)  (100 g),730
zoff Fenugreek Seeds (Methi)  (100 g),730
zoff Garam Masala (Garam Masala Powder)  (50 g),60
zoff Hing Powder (Hengu Powder)  (25 g),60
zoff Jeera Powder (Jeera gunda)  (100 g),60
zoff Kala Jeera (Gota jeera) (Siah Jira)  (50 g),729
zoff Kashmiri Chilli Powder (Lal lanka gunda)  (100 g),60
zoff Lotus Seeds (Lotus Seeds(Makhana)) (Makhana)  (100 g),730
zoff Panch Phoran (Pancha phutana)  (100 g),180
zoff Poppy Seeds (Posta)  (100 g),730
zoff Red Chilli (Gota lanka)  (100 g),5
zoff Red Chilli Stemless (Gota lanka)  (500 g),5
zoff Saffron (Kesara)  (1 g),90
zoff Star Anise (Chakra pula)  (20 g),730
zoff Star Anise (Chakra pula)  (50 g),730
zoff Tamarind/Imli (Tentuli)  (500 g),151
zoff Til White Sesame Seeds  (100 g),730
zoff Turmeric Powder  (200 g),60
zoff Turmeric Powder  (500 g),60
cust_purchasezoff Turmeric, Coriander/Dhaniya, Red Chilli Powder (Masala Combo)  (3 x 200 g)cust_purchase,60
